hash,id,material
75603b70c2366f0de1c3143b8dff4e1b,ireland-a-modest-proposal,Collage on posterboard
f7f3d36418ddf6e9665657c66678f088,sail-over-left-arm,Etching
61b57b4dd13cee2e5ff0cbb1b1342e3b,sculpture-2,Perspex
369c147ed575ae0453604cea51b08239,eric,Cibachrome
642b93b8e9e2245fabfddd61d7171ee8,permutation-series-7-8,Serigraph
263eb84c056498e74e0215ecf4555a3f,untitled-92,Etching
f4f9a5bf5fb1d1bdd205e93e48de4903,bloom-dedalus-with-carriage,India Ink Wash Drawings
133815e9a8f0559ee43cbf95e24a944c,the-navigator,Oil on canvas
d531d76e46d8086aaaf07024e7de83b9,black-47,Etching with aquatint
540134606bfda663f74e3eeabb61f88c,boy-and-rabbit,Monochrome etching on paper
6609a1a09779a1c42faed7242ee7e07d,the-door-jackmaster,"wood, paint &amp; string"
f89f6cf5929e4af1bff0fc51548d45b2,spring-inspiration-of-the-poet,Oil on canvas
6a7e6f5cb6326f9cdf55fd0f9614ca93,trinity-ii,Screen and woodblock print
19d0c3309d07989e407390e72d3b0aec,cairn-series,Oil and acrylic on canvas
1ecc2e692cb76b0ccff8e5aaa4c06caa,moses-at-the-burning-bush,Ink and watercolour on paper
ad4fad931869f1fb472d3e4d57ee6142,portrait-of-david-hendriks-commissioned-by-gordon-lambert,Coloured photographic print and mixed media
01d00279f70c857d09368f6a4ef8f025,silver-photograph-ii,Black and White photograph
aa64388f584219bbed43452a3191aef9,maternity-sweep-i,Ink on ledger paper
4f19d5a8738824ee2b4ba138c1de2e0b,a-crown-of-thorns-i,Oil on linen canvas
71eb4bde0fc2474f212b4fd68fb5b7b5,dublin-around-st-richmond-st-1993-f63-p30-2-15,Black and white photograph on Agfa Brovira III paper and selenium toned (1:2)
9042318c10a56967ce4cd759d9b6e725,dont-be-cruel-athlone-county-westmeath,Silver Gelatin print on fibre paper
1bcd00b51e8abb30f5035f4842457dab,folded-form,Woodblock print with cast paper
205a5eb42b2a631b1421f0c70e848d77,two-men-and-a-lichtenstein,Acrylic on canvas
4ec8beb6dc605e74e796de18ded17f55,forty-below,"16 mm Bolex film transferred to video (colour, surround sound)"
7792724862d17b14e956675bb5c72c61,chiltern-st,Oil on canvas
385528c241a512e4a5b11af5ab2057ec,yagul-light-of-the-leaves,Book with screenprints
a7ca0ebec4d744bf552283384aea0436,naked-portrait-fragment,Oil and charcoal on canvas
eed6de8a3dcb270c434b63065150f0c1,once-upon-a-time-1,Oil on Canvas.
15e9c811d65430c35290fea87b870920,the-troubles-an-artists-document-of-ulster-54,Archival cibachrome
4b5aade13380b9a02d00a0472531917a,corban,Charcoal and conté on paper
c95183e919014735043bec4eb5f789e6,untitled-blue-tiles,colour type C print on aluminium
526f895a0736d17d10b36932f164fe34,el-cincuentenario-de-mi-independencia-the-fiftieth-anniversary-of-my-independence,"Rotogravure, photograph from digital file"
38c9256801afc1c420a82671493b9af7,children-showering-after-swim-in-porchester-pool,Wool
351680b3c029f4839581500c57a4b802,self-portrait-with-michael,Charcoal
bece01ac9be5e50e28309bc396f3f578,kings-of-friday,Oil on board
a39d5277c60961859cb2a3f97ea25ed8,in-retrospect,Silkscreen print
74d6d1a3f2f0ca3972dbfcda27393b3b,using-the-camera-as-a-club-3,Etched on zinc; printed in sepia ink on buff German etching paper
eeffcdf0f5c899abd5500102598e6caf,now,Oil on paper
ad584cc082591545362a425f57eb6627,little-miss-muffet,Etching and aquatint on hand-made paper
968f02a8407fea1f9df9f48e0e86400c,using-the-camera-as-a-club-6,Etched on zinc; printed in sepia ink on buff German etching paper
a8ba662f24b80d8b93a26a79dc1acd31,landline,"Acrylic, mixed media on canvas"
33a70d50ed581f6f939abccd9e533b33,untitled-64,Woodblock print
fafc3b5eb573991f56043a02b0a41f2c,untitled-pershing-square,Lightjet print reverse mounted on Diasec
f29f995f5f85d0a1ec68d7d087d9c16e,ancient-music,Oil on linen canvas
d3a49fcad06b4b226aab352dae9c280e,grid-painting,Acrylic and graphite
39a4b98021efa0cb268b50451b02c2c7,cartoon,Enamel on melamine-coated MDF
e07bf9ba9ea673a0c17c851c62c0079d,presagios-de-lo-que-va-a-suceder-omens-of-what-will-happen,"Lithograph, screenprint"
838ee71bb70dc0420e69b9caeb169af8,reeded-glass-and-shadow,Lithograph
0968bc1059bfec0539654df047377ca6,anabatic-print-from-london-portfolio,Ten-colour screenprint with high gloss finish
712bdcd566606a40b0893a28f0d12cff,bomb-victim-in-belfast,Etched on zinc; printed in black ink on white German etching paper
ce7844498b7b59f5f819d19561792aed,blind-date,Oil on Photocopy on canvas
ba3cd66d68c50d3c463106ff0b3aea69,the-rape-of-the-sabines-study-for,Gouache on paper
abafc95e17a07a4010a9761ed1430d2a,alpha-and-omega,"Plexiglass shelves, led lights, bronze"
6a114780dbb014fb5c1d575a76d28501,hold,Oil and pigment on paper
4d40e12291d72a5e5a67a4ebb4e717ca,england-and-ireland,India Ink Wash Collage Drawings
b1ca4b0c4fb97c8b3211ba46fc9e9ea6,cartas-a-mejico,Screenprint
46ff55779805d93e0583d4d80c0e4526,open-white-hub,Gelatin silver print
b68050e3d2bb49692f62c3c0c6a5b083,the-long-note,HD video
3178e9785aaf5f9e92021a8608a5e43f,third-portrait-of-jackie-ragamuffin,Bronze
ae1b3934e2f82b638f132aebbb691212,lescamoteur,Screenprint
b923b43aeb6b9ae93ed9cc8ddc464c73,large-head,Wawa wood
7f413b938327c63b365a5c633ba4b072,double-sun,Oil on canvas
715dc7e61f1087ae69d49c4cc98ee772,david-dawson,Etching
61fa597bfb1b26b9654e689751d6dabb,between-the-eyes-t21,Pencil and ink on tracing paper
fbf50c4f9f7433981934e0c708b0d711,uptown-top-rankin,"Steel, plastic, rubber"
9599ee9d1414156c6c0f37c571b4057e,the-troubles-an-artists-document-of-ulster-12,Archival cibachrome
e9736ff1a9a4dc8cee2d8be8cd8c2c8e,untitled-72,Drawing
a32d24e00c099916ccf4f9803f356f4b,when-i-woke-up-in-the-morning-the-feeling-was-still-there,Three-colour screenprint with varnish
fc3458357f3d9438487069d8d66375d1,white-bench,Acrylic paint and water soluble graphite on drafting vellum
ae461e842f8e1ebb5ea1f7f6fee83155,the-great-jewish-bride,Etching
7e203fcd106111d2f48670876802e2c1,brian-and-rachel,"Laser prints, gold and silver, acrylic on wood"
7bd136801af6b21bdd54c1684d05f825,drifters-escape-blue-oil-dark-blue-gloss,Oil and gloss on canvas
c07328ef1a3e187f4fa187068139a9e8,pink-halls,Wood on base
1f6dae2dcc65c5826d071ee6030fbdf1,coma-berenices,Etching
98c5b2887d512628df1e8bf23a67196d,documentation-of-performance-entitled-name-change,"5 photographs, painted coat and certificate"
d006637335e945a71a5e7b5671611a72,caelum,Aluminium
4243191d2d8c3915ebf6e42a8f921cf1,yellow-ribbon,Oil on canvas
7548f199b700f112990250d3b7dc4359,the-big-performance,Oil &amp; Acrylic on canvas
663caaa1603181fb920b96c9288461a9,diario-popular-twelve-days-in-march-10,mixed media on paper
02b5e7aea81ff04e7ad190872ac03183,memphis-tennessee,Chromogenic print
2028dde224799227c656d1097053c32b,the-search,Watercolour on paper
a0be257c758e723c9e8a107282241b40,square-in-4-triangles,Unprimed cotton duck on wooden stretchers in 4 triangular sections
0febfa66b82f5fdd9c2f9333deb71421,portrait,Lithograph
2faea1e050d0eb9d6d35a9fe7f7e672a,the-troubles-an-artists-document-of-ulster-38,Archival cibachrome
9b94b887c98629eec29f518b37a9fad8,imagined-truths,Black and white photographs with text (3 panels)
cf71cd7e93c356afcd2d758fadab4206,fogmair,Gouache and coloured chalk on board
d91cd430baee8fe2676a9ead459eac9e,bridget,Black and white photographs
dc43882c0ea84849207735e79241a909,inner-boundary,Etching
b0b89120184e51960c561f3a9e1f3527,untitled-89,Gouache on toned paper
ad3b5a581d610ab942a1f5249a77a007,untitled-doorknob,"Correction fluid, ink and watercolour on graph paper"
2015d12b70a7d50548860964c82c9e59,torso,Colour etching
a5502e73fb4de9ddcfefd5aa815539e7,yellow-man,Carborundum limited edition on Moulin de Gue paper
b3f6fd9b6e11808e9486690aa3128322,old-woman-hendrick-street-dublin,Selenium toned gelatin silver prints
c51038dfd234667e04ed5f53c1e407a2,folded-unfolded-3,Acrylic and Linen
c67c8884518c3324a9081f22217abd21,belfast-redcliffe-parade-f52-p39-2-15,Black and white photograph on Agfa Brovira III paper and selenium toned (1:2)
b7c58a957e2aa0efbe18bdfe7db2dcb2,exit,Mixed Media
827cf6b7509cabb23eaa019177ec0ee0,fish-and-chips,Oil on canvas
d47785dc19627e5227690b254a1231c3,fair-head,Oil on hardboard with one section added to surface
7f7464bf82fae68e7eead7a224d61ee0,permutation-series-3-8,Serigraph
c168d061da62b54e7f9cf865a311d69a,sculptor-seated-reclining-model-statue,Etching
a00d62369be77630b1a3a66e1af400c0,heliosphere,Hand painted watercolour on gesso board
5ab0fc4adf4eed263c7c62ad560ab760,untitled-34,Silkscreen
a8d9c51b68fb4e55dad094d20c8e891d,twice,"Steel, mirror"
6acd95d22b5e14453c7a72c7c09f5e5d,fermanagh,"Etchings; aquatint, drypoint, spit bite, etc."
6b32a57081358b9f4932c4e61918488e,maquette-for-a-turning-mutability,"Steel, neon lights, motor"
af28fa33fbd2cdcd60daa85492a87e7f,black-square,Tape and conte on paper (from a suite of 6)
a6200df99d10796f05aa9c93c2cf8f71,untitled-127,Conte and wash on paper
5e91a19756ae542596a424a8d5f6d2fa,metamorfosis,Etching
c9cf97a93703c632adf2346d98c9ba02,the-sheep-that-are-dyed-blue-belong-to-hammy-sloan,Oil on canvas
b1ad18287acff3458561cb767222a6c1,shannon-series-painting,Oil on paper
a1965c860ad781ad36326c285d4aa237,device,"Wool tapestry Woven by Tabard Frères et Soeurs, Aubusson, France"
653d1ca2742446a8cb67b9745e75097f,resurrection-are-we-turning-every-possible-corner,Photograph (Fuji Crystal)
cb65cfa09f298a75c22251f5a264f280,vintage-view-mcdonalds-portland,Gelatin silver print
228f696528b3d55f36b8b8f160c841b1,jonjemsums,Oil on canvas
cd9cd48316b42c1e8f9359a15349658b,the-conversation,"Silk handkerchief. Printed by Glasgow School of Art, Centre for Advanced Textiles. Sewn by Fashion Hothouse, Dublin"
77e0b360f43aea04c6191ac30c066532,portal-18,Black and white photograph
dff8c81e8cde51251b5c36595de836ce,glass-fibre-form,Glass fibre with mechanical movement
683aa781a50d8c1ea4579d9e7b771bf5,the-tain-cuchulainn-mounting-into-his-chariot,"Aubusson Tapestry, Atelier René Duché, 1999"
e3906afc5fde4e858eaa0240a5db566c,brick-piece-no-3,"Brick, steel rod and metal mesh"
54a9af3bd8dc96a6482f5311e42cfac3,super-critical-liquid,"Soft drinks (mixers: ginger ale, bitter lemon, lemonade, sparkling water) polymer plaster, plastic"
accd4f66e0099286dc94194bc272ab5f,margaret-thatchers-lunch,Oil and mixed media on canvas
ee31acbd5ca29709c03d382cea711773,portrait-of-the-therapeutist-as-a-project-artist,Drawing and collage on paper
c0fb4dd48056d1ec107707c103cf435c,untitled-119,Oil on paper
28826ff921081f2c427d4354bf119c8d,name-change,"Photograph, ink and gouache drawings on paper, typed in paper collage on posterboard"
736b1c1d210a4caf54b576626164c394,body-soul-portfolio-1-9prints,Etching
87d63e59a1d290c3dc2c9d53ab7f1faa,show-of-strength-v,c-print on aluminum with Plexiglas
ebee9bc109a4c09a939dcb45ceb8a3cb,geografias,7 convex safety mirrors with vinyl
6c11534af2722b252bf15de89d74cb42,pink-store-front-project,Colour lithograph with collage of brown wrapping paper
f0be9d50b94d29690c7185ce95435b29,comm,"wallpaper paste, toilet paper, cling film, ink"
1ccfbb31f353b410002501c19a95d28e,untitled-christmas-card-3,Colour Etching
1dc69f04dc713c42146c06f2acbd4da3,the-tain-hurling,"Aubusson Tapestry, Atelier René Duché, 1999"
ada971db87e3ad3598b1a6464961b63c,kate-at-the-piano-iv,Conte and wash on paper
c8020295235fe1d647240a6f5b7bec3c,bass,oil on linen
1718e3ce5137b57b9575ab6f699624c6,yagul-light-of-the-leaves-4,Screenprint
3ead1519ddcfdd0dfd8261d2e2bf7cdf,partypiece-1992,Mechanised base and figures
61c485920617cf6afc7894ddb663143f,papier-mache-forms-on-white-canvas,Papier-mâché on canvas
8c53c164c0455411426688075125b72e,donkey,Chalk and graphite on paper
2e16309168b53dfb06b86b567e24f484,guests-and-foreigners-rules-and-meanings-say-i-do-not-know,Text
2b6f02f0dc59c0f64ba430211748bb7c,protestant-mother-from-springmartin-estates-they-try-to-shoot-up-at-us-every-night-of-the-week,Etched on zinc; printed in black ink on white German etching paper
f19cc6332d12a7c6a062e788f7d54308,head-of-ali,Etching
bc673e918d6146ac1c1d6a26bf43c8de,lucca,Black and White Photograph
f49aa9bbae11bf2834fce2fe840f6f25,liminal-7,"oil, charcoal and ink on paper"
52eb7ca4a3f7ab216908db7213645162,green-lines,"Perspex, raised on a black painted timber base and stand"
5869ba0c7b9958b3253967e2ac31e48a,between-the-eyes-t35,Pencil on paper
eb7efce718f0e66c8bc8445f93508d0f,do-you-know-what-you-saw,"Mixed media, slides"
f71494a978bb181c00d06cb6c6e7a70d,donegal,"Etchings; aquatint, drypoint, spit bite."
ca7082b610198332abff4a106e5bf8f2,birth-of-cuchulainn,Bronze
56349359e5cbc4147bf069b849b722fa,sentinel-viii,"Cast bronze with patination, freestanding w/stainless steel plate &amp; rod"
4aa50d84f257a735fb7f00fd046a6066,presencias-lineales,Etching and mezzotints on paper
e9cfd9779f2b497126cd02f5dbac5265,engine,Oil on canvas
85f53d729293bf0ed5ac11073eac7dee,return,Oil and pigment on paper
6e015de3161e1079cfadddc5adb46928,hendrick-street-window,Selenium toned gelatin silver prints
498161e3f213a3ce898e20166a050cfd,abstract-no-4,Gouache
d767c96413260dce5d52d30aa9bd7c85,reduced-summer-garden-night-scene-reduced-to-88,"Sand, porcelain, wood, iron, cat-skin, rope, glass"
42dc845b917762d91736c1203300ae63,mobile,Aluminium
95a55d03dbeb3a41c6afae2f7672b4fa,documentation-for-an-artwork-light-piece-proposal-for-an-installation-hendricks-gallery,3 sketches &amp; 10 B&amp;W photographs
bb56d193d4b065611181767b9db8b1a9,resurrection-would-unity-join-or-divide-us,Photograph (Fuji Crystal)
3d25f3ff5631d4c9680cdab0fa7e5ff2,denier-7-for-mm,"Acrylic paint, brass wire, mesh aluminium"
77fdcc1567bb08ba7daf8f34586f5c26,ireland-2,Dye transfer print
00318c8b95e766fd55983b8a71798d2c,jack-lynch-commissioned-by-gordon-lambert,Pen and pencil on paper
0eb34ae90947ee8e4cbed2f5182e629b,untitled-59,Oilstick on paper
1c74a985b983ea9890a62445f6613407,untitled-42,Letterpress printed in black on white paper
4525e5a84583c7ba77a7ffdabbabcca9,the-troubles-an-artists-document-of-ulster-68,Archival cibachrome
f9d76535838d24e472e2a5765e009524,county-down,Silver gelatin print on fibre paper
bd1fc92fa64a8f6f05adfa51ae6ae09a,dust-storm-manter-kansas,Realtime 3D projection
79ffa8a8b75ec4a56849c806be052dcb,mary-scott-head-of-girl,Gouache and watercolour
2fec9a5e90bbd5ec0e6ca04cf2b58b39,jungla,Lithograph
7c0aab5ed5aaa57ab0ba125d805550eb,under-the-volcano,Lithograph
a1c00c61dd5b00f24b5b25ef15b588bd,liminal-2,"oil, charcoal and ink on paper"
b0713699867dcc54c58cc5a75ea54615,the-burial-of-patrick-ireland,"Limestone headstone, plaster cast Death Mask by Charles Simonds"
b02f80b28218c1dec24ba815d2a82359,conducting-rod,Glass sculpture
e86cd93cc6bf8077a1c760345279da8a,the-church,Time-lapse photograph
4c90d88b4ee8702aead909313289af4b,the-troubles-an-artists-document-of-ulster-20,Archival cibachrome
76693267aafc9eead533aae4cfab6bae,untitled-102,"Gouache, pen and watercolour on paper"
7cfaf1aa28be0a68bd35b54610e9e714,off-to-the-west,Oil on paper
9f6785db45243591db3d1838d1b3a74a,freeing-the-voice,Framed black and white photograph with framed letter press text panel
f276e4b49bd7ceb13dbc7f81bd41671c,dulce-et-decorum-est,Etched painted steel
4030bd2ef232542ab1519cd9eaa1c8a1,city,Lithograph with silkscreen
1e993a03d7dd38afa2f97059c1c60bde,tomb-for-g,Mixed media in box
5d1483d94e7f22129a10fecc36343eac,jonanjima-no-3-2002,Chromogenic colour print
d2262c4ca6f93551b7fe49ac573b153b,rumbo-al-trabajo,Silkscreen
7da0580a69d4a9878b57d39f68f8584c,red-ribbon-torso,Colour etching
2879be423a06c7ee16396d4d47c4075c,woman-sitting-chamber-street,Selenium toned gelatin silver prints
182ca00a3596d0628543abc4993255cd,resurrection-at-what-point-does-hate-turn-into-love,Photograph (Fuji Crystal)
8c0dfc646511a7c9169bda622eb97267,headland,Oil on hardboard
7ae4c4c782aebc997f0578a296497c37,bandaging,Watercolour on paper
46d465bafe0bbed99d4b453eb96a45c1,blue-office,Acrylic
96a884b54cd482f90fbf0c076ebabd73,seabird-on-the-shore-1962,Oil on board
f7c0aab7a490dcdedb0fa4543bbb91fd,the-troubles-an-artists-document-of-ulster-32,Archival cibachrome
d874818707eba01e6d14bcdb29c77dac,fourteen-points-of-entry-x,Acrylic and oil on paper
7705adceac5222f0e9575367b61e8087,on-inis-mor-ii,Oil on paper
786061e39064e383e5efd8ea378b8309,untitled-84,"Pencil, gouache, string"
5822619258053d4395920367d5fccc45,untitled-17,Pencil and coloured pencil on paper
7d360e7e337ba18c7d723c4e9d26d22c,short-strand,video
e0e714f952d0a821e7f096584e58f896,crucifixion,Charcoal on canvas
0f76e35213d188a9a9e28ff2ddc98591,susanna,Etching
f77f7dc202bf0197349879b60885abc7,port,oil on plywood
03b912ff48c6cf08ab4b9d49d87a3224,burren-series,Collage mixed media on paper
72eb9909109d57eef92e3e5408a27d8c,appearances,Oil on canvas
72dff19ae1de121a6a0948645f4abc33,image-of-greece,"Bronze, glass, marble"
8091066c6dd05dec54303d6852795a85,owl,Oil on canvas
0011f757b951f2585a9c1bcffd4d6908,shore-pools,Oil on canvas
86fc9585684818b2f6bbe590cc16e0c9,land-of-punt-4-rose-in-the-box,Acrylic on canvas
886792a12faeffd0b19acc419f584dc1,over-the-bog,Oil and aluminium on paper laid on board
c21ebefed1fa7568e732801978604f85,recurring-line-north-south,Snowdrop plants ( Galanthus Nivalis )
36f5c69ac30426a5c1d4c554d8e99113,family-lay-daughter-a-bomb-victim-to-rest-in-belfast,Etched on zinc; printed in black ink on white German etching paper
fbda2526d6bc1ec453faca5de684a8b1,abbreviation,Lead
9ca8c689e8ced90679861162c24142ca,zandunga,Lithograph on paper
28aaf5b7fd620a9ea722eaf3ba66c279,entering-jerusalem-i,"Oil on canvas, 3 panels"
791097ff25578f79d09eba5d2d81ab2d,loss-memory-spice-jars,Photograph
a88c10ebe01f36b5c8cf64a8da9e3ed4,diario-popular-twelve-days-in-march-7,mixed media on paper
f7ea265a07481d49c1392e9a393ff6f5,donegal-man,Etching
ac6be511d12c616b528b64f6c88ceff3,display-case,Oil on panel
9dcd1ee6f6c3eeeb6971475f0f6ecd9d,tree,"Wood, walnut burl, veneer, gold-leaf, covered bronze casts, neon"
51dfea3b3864300a5941e0033131c839,large-green-box,Fired clay in green perspex box
1f12806d50e5078623cf01f9ad6ac2d9,computer-drawing,Ink on paper
e2501fb49987c4fc5408137720678702,untitled-114,Soapstone
37c288fcbed4e52a27e2a3ef2d23a27e,the-troubles-an-artists-document-of-ulster-37,Archival cibachrome
c990e20ac2196b5652b7f8ef3b6a63f8,linear-leaves,"Twigs, perspex and resin"
e14d2bc7f2eb5954fd8e9cd2675e2fee,untitled-11,"Chromogenic print from digital file, mounted on aluminium"
21fe4b9d39e76884e803aa54b6ab75af,connemara-portraits-from-the-series-theres-plenty-cloud-on-the-mountains-abroad,Silver gelatin prints
5d9533108529018616e370b83ea6ac6d,undulation-indian-yellow,Oil on canvas
aa36702a18b6237d95f2509a69ebef3c,poverty-of-vision,"performance with video projection, video documentation, script, two risograph double-sided posters (unlimited edition, given to audience during performance)"
cacea558cc708a4d14a0c30641129df0,study-for-the-back-of-my-hand-no-4-no-2,Pencil on paper
1c590c9353a40a8007f473f6af5a5922,no-12-from-i-modi,Black and white photograph laminated onto aluminium
bc503eb62190b963d47b93df87ca6ad8,trinity-i,Screen and block print
b59e26c56534e29591546f1a4ec80a2e,personaje,Screenprint
b4bc26499904ea586fbe8d19be0ecf92,garcia-lorca-en-la-alhambra,Screenprint
2511ab9db4130f6cd9314d6c0ede8719,one-way-of-containing-air,Corrugated cardboard
50e151a7f30e056c2f782809f9fbdf3a,untitled-47,"Letterpress printed from a plate in red, yellow, blue, black on white art paper"
9a2d29c8e173a9896f03540f2f080e9a,untitled-7,Screenprint
22aafe045d2dff568e738b5c6850917c,preliminary-drawing-for-body-of-thought-no-i-bt-7,Pencil on tracing paper
a6d3e3526cdac50fd44244ae53e3ee2e,aran-islands,Silver Gelatin print on fibre paper
aaf64c8347c8e26be918699762a9f7c7,black-and-white,Gouache
c29a08dd47e89a69feef844f84d35d74,the-rape-2,Oil on canvas
bd5cb5f9be70bbc6bfc45334263a4b9b,orla-and-john,Black and white photograph
fb96479c6c7582e6ad98892025171733,slate-box-v,Mixed media and slate on paper
04adb033bd998055d26cb80cebc21d6f,now-here-61,Black marker on paper
f4df4c4c175b52802920acc5027b601e,kate-untitled,Conte and wash on paper
789bba2b717f606db5101b3f29c91c77,simples-from-pomes-penyeach,Etching
e2b6955c4896974619e2b5450e70a53a,melancholia,Video
028821e1446a3525ad2a8551cb05b41e,the-troubles-an-artists-document-of-ulster-62,Archival cibachrome
5d4f5904a79de1050de195785862067f,the-painters-mother-reading,Oil on canvas
ef3c7ff10eba4176dd4afa1a95c6ad87,fruto-erotico,Etching
fe07c3ecbe2b491facecb7ce81fd5a4a,red-blues,Oil on Canvas
4e0debf1f5d39f6bde92e6bcd3c136b3,screen-for-gordon-lambertcommissioned-by-gordon-lambert,Acrylic and alkyd on 4 canvas
67d5a06c614a6545ab1788af6feebabd,watching-the-needleboats-at-san-sabba-pomes-penyeach,Etching
d4f7b762962f26c285bd9b72eced69a3,mucky-field,Oil on paper
71b395e23f1cf8375404a7463609087c,windward,Oil on canvas
8e8138fd28804afefb9c4940fd9edce8,drawing-233,Graphite on paper
06d1c936ee809f9990cf3f6a8577020d,girl-at-piano,Conte and wash on paper
1360efc7f4baab82bd9200c226e85e75,three-painters-and-the-poet,Etching
24796800e4f7718c6fcfbbd0c0721614,celtic-self-portrait,Aquatint etching
5795f0b43c13d83d106f5a4587c8233b,drawing-2,Coloured ink on paper
5324223d0407c495ed1668880d2d34c3,resurrection-will-the-blasts-stay-in-the-past,Photograph (Fuji Crystal)
fcd8b45435248312a576ccf286323db9,chequered-landscape,Colour etching
fff7e7860f3e23438d1dca8ea38a1cce,disney-hall-from-above,Gelatin silver print
f3d20055899ee3379d0f4a3dd19ff74d,young-serbs-sinisa,Lightjet print reverse mounted on Diasec
6f3e86706977ce9776c01e963bdf1cc0,power-cuts-imminent,Screenprint
439e0473acad946a3ff79c9193844693,untitled-76,Pencil on paper
0ca03424663535bce1729446914cfc28,night-paths,Oil on canvas
2796c6644d6d57e9960a6528f375946d,la-fete-de-la-branche,Screenprint
7284fc506434402d095d1567114b0c97,why-the-moon-travels,Pigment on Copper House Photo Rag
85b2b81471987d1900bf4703ca7a4e49,yellow-lines,Mixed media on board
28ee7baf0ae1c11f576cb98fe804d0c3,now-at-last-you-wear-a-human-face,Oil on paper
014c8c51a484f034490a72228ec72708,fourteen-points-of-entry-ix,Acrylic and oil on paper
ee90ca558794a2f49b25a0fce2711993,vulture-dragon,"Bronze, ruby"
b677337942aad673451f8c22315bcbcd,untitled-12,Colour photograph
d1854c38e3793d017fef09d57fe23a7f,portrait-of-david-hendriks,Acrylic on canvas
8a5c49293ad1eb4fead6e807edf76310,studies-for-webs-backlight-series-ii,"Ink, pigment, acrylic on paper"
18c051acc18ee5c8993c438f81f53dd4,the-last-judgement,"Bog oak, metal, slate, porcelain"
66dfecf6723fd0458bb3257ad2a6156e,yagul-the-golden-bough,Book with screenprints
17293fcf2c2c88d31fb52beabae15cab,we-dont-want-to-see-blood,Giclée print on Somerset Velvet with title hand-inked by artist
4af496e81a9e2afafb48af52e21165d9,rasee-l-h-o-o-q,Photographic reproduction on invitation card
168953d2464296ce73b2993cf209b928,reflex-seris-no-1,Mixed media on canvas
2da2465664e167cd1465dd8be09f6ac6,untitled-no-4,Colour aquatint etching
62941cd28995596393a4f3289c721654,vostok,Oil on canvas
5e3b3296eb36c7824dd3e120fbccce35,intertidal-note,"Mixed media on panel, oil, sand and wax"
2d16b155e2edb75351fa7dce319a9505,replica,Video
b8348c22fb589df9e47be8e628409d15,the-troubles-an-artists-document-of-ulster-63,Archival cibachrome
6b7da945beaa4f0ca665bad19cbc00bf,fourteen-points-of-entry,Acrylic and oil on paper
02de51d8ac0c61934413a96066dfdda8,aftermath-of-bomb-in-hope-court-belfast,Etched on zinc; printed in black ink on white German etching paper
10dbdbb937a141ced6c4c9b276e49e47,picture-window,Multicolour screenprint
bdbd2fce48f59e8e94444e293638b21a,the-mysterious-exhibition-from-the-childrens-hospital,"Hospital bed, two chairs, bedside lockers, miniature theatre, two tables, curtain and four wooden dowels"
c446de10cd66bef11c8f9a25f4ab2a89,the-source,Cast red bronze sculpture
250e81049b2d5c1b3e909bcdfd947802,the-weather-i,Lithograph on paper
0d39436dba8257d236f4a1c95564a092,owl-2,Oil on board
69ea5c2c8d9eb30f840de50b5605a9c5,espresso-mundo,Co-polymer on Canvas
2d381aa0654eb27566aafc7ebf4d4195,alegoria-de-la-rosa,Etching
6e2d7a9e3175659571cd2b27eec93444,burning-mountains,Lithograph
37a737b1941245fcf19c0701382c5971,ghost-ship,"Two light ship models, phosphorescent paint, ultraviolet lights, video"
3e2f710cf8d0fa61ac311753e6881ad1,yagul-light-of-the-leaves-13,Screenprint
9486341db4db6f4a1b9087ec0e26aee5,dublin-2,Photopolymer intaglio in two colours on kitikata paper
d1829f0a471bb6aaf1752685bfcb6152,costa-brava,Silkscreen
f6693011eef0e651aeff8e331309b459,present-rainbow,"Gloss paint on hardboard, collage"
b5d66c72c7002b63780e7200e5065cd7,untitled-41,Print with crayon
82e58dae9c8081949ac708e865152a90,the-sisters,Conte and wash on paper
06888a03c2c9c049c041a9ca1edb6855,fourteen-points-of-entry-xiii,Acrylic and oil on paper
051e985e5469a830c2fe840b780b3caf,moment,Blood and semen on paper
79c0cb8542bedce177725e440790a2de,moonlight,Oil on canvas
b4025275d95f750c15b619adf4a41172,folded-unfolded-2,Acrylic Paint and Linen
55d7430783724e92b70b93ec426fd07b,my-touch-2nd-version-1993,"Glass, cibachrome prints, silicone glue and aluminium"
778ea982d90971c8390beb72b3c55b6d,between-the-eyes-t39,Pencil and ink on tracing paper
2943fe77364867eb625b7370dfcb0992,the-smile,Watercolour on paper
086b75d5ca4556619f03991ac867f6b9,between-the-eyes-t43,Pencil and ink on tracing paper
82196d7fa45c5b5a88079c20bd072726,sombras-nada-mas,Etching &amp; lithograph
a541607f9f3dd752782a86060a971009,landscape-with-bat,Oil on canvas
fec0ad302b9a8486287d09234f340d4d,tyrone,"Etchings; aquatint, drypoint, spit bite, etc."
bdde813f39104bc698baa5ac87a7f063,untitled-161,acrylic on newspaper
c53e9687c4eb76a8f6a81738c6f8f5f2,beachy-head-lighthouse-eastbourne-east-sussex,Wool
67a67652219cb71711167ec524ce2a88,bust-of-dorothy-walker,Bronze on Kilkenny Limestone plinth
7738e3dbdd54bdc361032353d2882c98,descartes,Oil on canvas
e429e8270586cc882f274d835fdf93af,the-green-book-blue-book,Gouache and pen on paper
8e7f02e704c4edc5ca7640fb33ae77e5,en-cada-piedra-hay-una-posibilidad,Lithograph
