hash,id,material
de4c66ff7175e1f974c5fe6dd971b2e7,still-3,3 black etchings
638c4b13423a8f402a117abcb6de19a5,a-21st-century-arrangement-of-mount-purgatory,Mixed Media
6f87e728e03ec9fc7215a9a15197581f,untitled-95,Gouache and chalk on paper
b940586b2b2269914405cd5ff5325994,florero,Photogravure
8d9e6dfcc89c4d8402082776c5d68396,pastel-drawing-of-a-view-from-a-north-facing-bunker-slit-looking-out-into-south-armagh-made-by-a-returning-active-service-member-of-the-provisional-irish-republician-army-who-learned-his,Pastel and pencil on paper
2c83ed4714c4a7e550b386bb11c30ab8,points-of-contact-transformation-2,Screenprint
e372fb3414b1d721fd06694ea9f0dada,sueno-168,Lithograph
374501ac23606466568b35642af110b0,spring-series-90,Green colored pencil on vellum with three vertical cuts
92c7847633df2b912a089ecffac1dc98,lost-in-space,Charcoal on paper
ab1ca9cff14c1fe9f449e31a592266e9,four-element-composition,Gouache on paper
770a495dd4d8ca05a60e5ad099c2b5b9,between-the-eyes-t1,Pencil on double sided poster
f2ab4e2c3026cac8efc9bbc628d7e3bc,otrojo-coagulos-y-mentiras,"Vinyl, dispersion and dry pigment on linen"
b99620f476e6592d37888c0eff2fa070,i-n-i-t-i-a-l-s,Projected slides with synchronised audio narration
b70d3fbe869d4e231b7d84a067c3a2cf,woman-with-hat,Oil on canvas
49315f3b398c031a50656d3d752db246,body-soul-portfolio-7-9prints,Etching
0a8df7d78ae7ac85817f70995a91275b,christmas-morning-ballyhalbert-no-7,Oil on canvas
f1d000fc72d983666c9b79129d3e96c7,jane-laurie,Porcelain
16d70727ceba8411941a392e42117e6a,untitled-83,Screenprint
e2a06de5569f7c09106948e595a04934,paint-your-own-target-1970,Original offset lithograph and mixed media collage and multiple
68a27a8c7f9d1f0620945d335fc8fb31,light-cones-past-light,Leather clad cone with cosmic microwave background radiations
f9c1d0eee4367306c0c9b31466cabcb5,between-the-eyes-t10,Pencil on paper
94ad0dccf39e7595edc48626c9c1c0b4,orange-expansion,Acrylic on canvas
94de11fcc5f405c4bb129d230fccbf64,during-wine-drinking,India Ink Wash Drawings
b6203521c9cf5886bdc486b4750baa14,three-steps,Gelatin silver print
e7aff8af72105eb5fefece32f9f1a10e,untitled-23,C-type print
9b1ec150e92a750ff82fa5c62f438f44,the-troubles-an-artists-document-of-ulster-74,Archival cibachrome
eaa1030f7b1bd1b71b8e8aa5c797a0ab,loss-memory-wooden-spoon-and-spatula,Photograph
2d86604ceed961931f7b24160ec0c7ce,monumemto-a-un-fabricante-de-canones,Screenprint
ccb91a7f18ea74954d14dd4f9a6ab48a,diaries-monuments-memory-documentation-event-pandemic-archive-digital-identity-encoding-decoding-commemoration-deja-vu-always-already-burying-shame-treehole-winter-counts,"Pyrography on goat hide, markings on timber, masking tape, jute string, audio, Instagram posts"
9ec01c94915cbd3934c5e8ce0d580777,shop-ii,Oil on linen
b1c1b0fee5ac33f38f5eeda45dbb9ac0,carving-no-6a,Travertino romano chiaro marble
18dc690770de7d5702133e659ed242c4,fourteen-points-of-entry-iv,Acrylic and oil on paper
8d211be455723a644ade94bd41c32096,dublin-amien-st-f49-p30-2-15,Black and white photograph on Agfa Brovira III paper and selenium toned (1:2)
393c320d5f4a4d025b22deec91d55e91,gavin-turk-right-hand-and-forearm,Six-colour screenprint with varnish on paper
1d3cd96223a358817cbf20ea84485fcb,berry-dress,"Rosehips, cotton, paint, sewing pins"
c77a18ce4adf5853b575b454313edbff,resurrection-is-our-home-truly-our-castle,Photograph (Fuji Crystal)
535dc3ac57d92c131cd39e02292020c1,still,3 black etchings and 3 coloured etchings
3da9290d8999139f375e53be81d381ec,dublin-botanic-ave-f46-p5a-2-15lin,Black and white photograph on Agfa Brovira III paper and selenium toned (1:2)
9b5e9a6338339c57d6798e2da9fc9b26,rhythm-0,Framed black and white photograph with framed letter press text panel
cfd29cf1cdb782ceab87abd3eb06a0e6,study-coloured-circles,Acrylic on paper
b2f59348d8df64759fec08cdd5831ffb,guanajuato-1810,Screenprint
9ecab39c304964d270357c060e632eb3,beoirs,Pigment on Hahnemuhle
10b3261bcc9bda2d5be7f8bb22754ed5,birdsong-2,Oil on board
46cd3de94c139d8a5fcf0393eba5c020,untitled-133,Gouache on newspaper
8bae7e160818c727f40000b234f3d4c4,cliffs-of-moher-1962,Watercolour on paper
6bac7358d0cd5e1c056ee2888edc1a87,untitled-jan-11,Sepia-toned gelatin silver print
cbdbf752b07d7f4177d4f349df370de9,resurrection-are-we-everything-we-see,Photograph (Fuji Crystal)
88f1a1c652c6ab4471279f27decd2020,the-tain-deer-among-dolmens,"Aubusson Tapestry, Atelier René Duché, 2000"
e978570f2ca6a7a6820413a5ae1c7d3a,breathe,Oil on linen
3c51598e0f7215753f131c57abc1dd50,carnaval,Etching with aquatint
e144bea742cf000730e49d7cb05f8a70,preliminary-drawing-for-body-of-thought-no-i-bt-1,Pencil on tracing paper
4f42f74f12d25daa3fdaf8f585e48f6c,world-trade-center,Plastichrome
550b3dbc0edcbd26fb421b74e2a7f486,el-nido-de-las-posibilidades-nocturnas,Etching and embossing
9c7b27bd4258543b5a280a7fa986223a,diario-popular-twelve-days-in-march-11,mixed media on paper
265ef7e39b9e0e94036ee3e1d4ac37aa,bird-table,Oil on canvas
c3a12f81d425200a32001ade02e29297,temple,Acrylic &amp; sackcloth on canvas
a89dc572cff0fe099d6edceaed0fa538,an-incomplete-history-of-ireland,Colour lithograph
7440c87bbf7a4f39ba9897c20bcf26ca,art-comics-and-satires-reinhardts-needle,"7 Broadsheets, double sided, folded in half with slip cover"
ad30d1cdb8216db0898f8e18d91aaeb5,barril,Collograph
7a06b75a5be78f45b4de0e6de3d61d52,dualidad-cosmica-r-ha,"Etching, aquatint"
5c71a8bb501e8a71aa3251bbca0d2a02,the-troubles-an-artists-document-of-ulster-13,Archival cibachrome
d39490d18945f5b47483265ebc5c733d,untitled-121,Conte and wash on paper
023f39efb362105fbb874e831d6a1a1d,black-stone-being-lifted-by-angels,Ink and pastel on paper
b1d316a9e2b2556422ea5f57af682633,ulster,"Etchings; aquatint, drypoint, spit bite."
ce41cdf87f69a382a6aee20f2fd14f2c,between-the-eyes-t41,Pencil on tracing paper
4150cbc8afcc7a9d4e63f69be9878f91,my-fathers-house,Oil on board
d2e38f60b2cc76e1cfa466fe497bd740,island-street-hook,Selenium toned gelatin silver prints
7c535efa36b1690505b334cadea74d5a,yagul-light-of-the-leaves-11,Screenprint
b008a5dd7b8769e88089a9c9ca3b5ebc,liquorice-allsorts,"Acrylic on canvas, black plastic covered board"
66e5cb93984dd6979936119c269bfeb7,self-portrait-with-blue-red-and-green,Mixed media on paper
dbd9766ffe67ebee4960472b4c93102b,path-to-the-sun,Oil on canvas
f6f9cc831874097cbf677661ca524a9f,the-party,Oil on linen
81ec0bff0cfd7f65c22b73e3b1e5cf40,a-solitary-painter,Watercolour on handmade paper
6f02091137fe71b2cd90fd1019bebe73,on-inis-mor,Oil on canvas
13c347ea5b722728ad7e01de4759d918,coal-and-potato-store-marrowbone-lane,Selenium toned gelatin silver prints
629549ff9da9d3eb084c8365e6e0b798,untitled-108,Gelatin silver print
e31bf089f7e0f6278b1da21b474228a0,marchers,Acrylic on canvas
4f29633a27dc70ab8b69e05f76c03a7e,brillo,Oil on paper
54e8900b6a1d7bcee1523ee313674cf9,death-drive,Screenprint
47c9d75bf0931ff978f462bc613f0161,gallipoli,Gouache and watercolour on paper
70e20b1761bd1bcf3db6228d7da6e45a,recordando,Lithograph
0ff95313ca83b407eac7107cc7a61053,landmarks-of-industrial-britain,Hahnemuhle 308 rag paper with archival black and white carbon inks
7d24f277c4a9e682db1f955d7feb3664,outer-worlds,Mixed media including oil and pastel on paper
4b7dc9a4bbb851af95def588ac6e3c8d,wire-glass-and-carrier-bag,Lithograph and Screenprint
934cc8e4d2323bae330fae8021ae699d,sunset-in-the-storm-galway-ireland-2002,Archival pigment print mounted on Dibond
7287294410d0e27ce324e81489aa78d2,night-trench-lake,Oil on canvas
4c87a8d72bd5cf23c60d9456fba93a65,below-gilman-colorado,Gelatin silver print
b34dcb230eaf9df2509ad2ed4f669c3a,form-i,Colour etching on paper
6a5bb22259a36279f3c6cbf18f3875cf,the-troubles-an-artists-document-of-ulster-49,Archival cibachrome
32afc92207ae5fea4642f52abf994e85,the-tain-magic-chariot,"Aubusson Tapestry, Atelier René Duché, 1999"
d1b5d703ba9bc11d305233a81fbdfff6,the-burial-of-patrick-ireland-death-mask,Plaster cast and paint
56656bf42ce9bcb472478f39c11f6483,british-paratroops-checking-cause-of-explosion,Etched on zinc; printed in black ink on white German etching paper
38d376fbbed3576741ef37f18632766f,untitled-163,Canvas with inserts
010096b849ba96b6ef35ffa9e88f1503,two-sided-movement-2,Photographic paper with gouache
0a06914f9addb5b0345f1a670454908b,untitled-138,Ink on Paper
5e48a3dda169d93b68fb58193cf7acbe,everybody-should-get-stones-2,Texts
fc1cc4c6ae64c4b0dadd3e969563204d,cloud-illusions-i-recall,Digital pigment prints on archival Somerset Photo Rag 300gsm
318a4e21fdda896b5ca36ea549a5c8d2,information-deficit-blended-in-as-a-tree,"Metal shelving, archival paper, toner, EVA glue, balsa wood, cocktail sticks, varnish, grate polish, framed c-print photograph, (papier-mâché made from pages of the Daily Telegraph)"
d7cc03cc1a70958a7f55540dd0c54b28,girl-in-a-blue-striped-dress,Oil on canvas
65939ca8286c1c005de11d3322cab8fb,aurora-borealis-snake-of-light,Oil on linen
920a49055f30ae0924a08450938dcf3f,between-the-eyes-t16,Pencil on paper
eecbb1fa87644a850f1ba84f9dfd9c6a,rocky-landscape,Oil and plaster of Paris on hardboard
7bcd94c0ad5c0179620f19890cf6dfda,serie-15-no-9,Collage
cbd1200e01e9f576d9b25943383c3566,domestic-gods-ii,"Wood, plaster, wallpaper, mixed media"
8172a21737a76a00660e9bcc9ba24e46,clown-with-bird-canvas,Oil on board
7d71d26aa1e9c188c4acf0b60cd4a698,afternoon-walk-of-leopold-bloom,India Ink Wash Drawings
f67dbe6a5fac2ce94a8355a91b450de8,forest-path,Charcoal on paper
810dd96e06051d2397ed9d5c660905a8,old-woman-in-derry,Etched on zinc; printed in black ink on white German etching paper
d620ae18fe17838980306fe9e4a07a63,gift,"Calico, metal structure, plaster"
7e917f79afdf2376f995634cf4e6deb8,cokes-a-day-keeps-the-sun-from-your-bum-hippy-hippy-horay,"Brass, etched glass, sand and tin mounted on marble"
1d5ff34472901dd464d1b0c7977719bc,print-folded-map-of-the-world-with-contributions-by-artists-from-all-continents,Print
8af6bae6d1f044ccac0763f049f929ce,loss-memory-clock,Photograph
e1e7938f98cbcf7c9ed87d3413852f18,between-the-eyes-t40,Pencil and ink on tracing paper
aae9e1cbe3c106470e3823801a88659b,body-soul-portfolio-5-9prints,Etching
0744a7d3535bf960c5d26b04a200a3eb,untitled-44,Screenprint (top half) and letterpress (bottom half) on white paper
70a57a96cb31b3f5a2a90398b94b48b7,i-reached-inside-myself-through-time,"Texts from Olaf Stapledon's timeline for Last and First Men, an acapella recording of Morten Harket's vocals for The sun always shines on TV sourced on-line, True Type (digital) rendering of the Futura font by Paul Renner, high resolution impulse response recordings made in various spaces in the Lofoten islands, Reaper DAW with convolution reverb plug-in, Feonic audio-actuators, stereo amplifier, 2 Raspberry-Pi computers running Raspbian, Openframeworks open source toolkit, programming, modified LCD screen, Arduino Uno with 2.8"" TFT display, anti-static bag, aluminium profiles, cables, cable glands, nuts, bolts, screws, wood, webbing, ratchet-straps, plasterboard, plastic window film, black carpet and adhesive."
0a63933791e0942c00f0795f66dd61a2,an-anatomy-of-melancholy-iv,Oil on canvas in 3 panels
0041af6e99e61074d7a8464c6bfbfdce,remains,"High-definition video (colour, sound)"
c678b232ececf5a7112624dd934b55e8,adan,Screenprint
bd13584c5cb273b4892197f22aec2c1a,rock-drawings,Screen Print
9392a942ce55f9909fcdbb316714c406,down,"Etchings; aquatint, drypoint, spit bite."
2875e3cb9ac8422d7996db45c3e7c12c,untitled-91,Lithograph
4d7d76b708348597bd6695b42237df11,study-for-room,Varnish and ink on graph paper
611052aec3812509df4b1c48f2248cbd,drawing-7917,"Mixed media, body colour and chalk on paper"
fb6ff0c5325d30b7c744711cc48daf6b,untitled-79,Oil on canvas
fa6acf51e28a427951076563f54e6436,untitled-164,Canvas with inserts
fbe4f0a6f7f1cfb2b6049180577cc947,boom-boom,Silkscreen print
7f9082b5c451d6be44dfedec2ddb2f95,achilles-and-the-turtle-from-the-childrens-hospital,"Hospital bed, two chair, bedside lockers, miniature theatre, bedside table, model theatre table, four wooden dowels"
5d2c196790fd994ceba89e51f243d650,ciclista,Etching
5f2a4451ca0d4477cafebd361d0fd049,untitled-a-series-of-etchings-pub-paragonpress-series-of-15-etchings,Spit bite etching
dff16e83d7bdccf27c2b319298ce0f72,two-heads,India Ink Wash Drawings
4fdc598453e6e8b681cadb3622191300,six-bottles-state-1,Aquatint Etching
37be34c2e05c99b7ef4b734a74ce686a,gutteral-muse,"Colour intaglio, handprinted on Moulin de Gue paper, Hors Commerce"
a43d07d051f51230832dff25ca315984,goat-and-mountain,Tempera on board
3d2b874f0d4fec726d7a4d1f4ec53318,woman-carnmoon,Oil on canvas
9a54c822adfc64ff970e87398fdcd01a,self-portrait-with-hat,Etching
cdb18efe6371b74b4e6a490ac484c735,cockfeather-mask-performance-ii,Chromogenic print from digital file
fade1659bff23e201928aee7e5a8e94b,the-troubles-an-artists-document-of-ulster-48,Archival cibachrome
5b2f7de506d7035c70c0a1d24ddb3e79,we-are-not-afraid-campaign-nyc-subways,Unique cibachrome
d472d127a30db937c65de9971a997266,aperitif,Oil on canvas
6502bf468c48c47bac94fcbc47075746,errigal-co-donegal,Oil on canvas
6a09241ab648a9b7bba7b8c396ce9ea5,the-tain-chariots-3,"Aubusson Tapestry, Atelier René Duché, 1999"
cf4e05ef5944ac629cbceef949b1c972,lant,Acrylic on canvas
fa7f1f5b97d3aa412f5c706dc0361156,after-piranesi-vi,Sepia ink on used ledger paper
c60e3de431e091435ce35c353bdbbdb3,exchange,Oil on canvas
3cc2d369bae9853523c13ce3b45008ac,trois-oiseaux-en-vol,Lithograph
e5ed025594f0e8457059b1cbb6837e6c,autumn-poplars-physicianstown-callan,"Gouache, watercolour and chalk on paper"
5fb3bc5c79cc200f6fdbe33979cbfc90,victim-concentration-camp-bath,Archival photo collage
68585a1bc186cccde22a4676e511c9e0,body-soul-portfolio-2-9-prints,Etching
3957d99f2bb763193bdd4d32f918e4e5,cry-of-faust,Oil on canvas
1d7e4a0eccaf8f55bf4fa0bc1c1d3968,flowing-relief,"Timber dowels on board, sprayed acrylic finish"
181362ac3440d70f257f3bcb62ec537f,red-in-the-green,Colour etching on hand-made paper
ffa60d882914344b08657c975febaebc,window-ii,"Acrylic, collaged canvas on canvas"
0c9bd2b4deff16a4cc8b43f90e4779d3,paisaje-fantastico-ii,Etching
d3f941416be37630e21fd1acff2cce66,fourteen-points-of-entry-iii,Acrylic and oil on paper
2c0121afbc3d613b8df07d423cf97487,figure-with-owls,Oil on hardboard with two panels on front
48bf4653d0947986e21c837148f12c57,gate,C-type photograph on aluminium
20088ea0153cd465c1fb9d965c79ca6a,between-the-eyes-t11,Pencil on paper
9a5fb49129301c68cbb21dd73888d013,eight-years-and-three-days-ago,Silver gelatin print
49befdb1095199147c22ef0abfa3d9ec,bella-in-her-pluto-t-shirt,Etching
e3c286d7fbd532e661b90090da419951,literally-based-on-h-z,"Mdf, deal, water cut painted aluminium, powder coated aluminium, various transparent and opaque Plexiglas sheets, Slotted Brise Soleil detail, black Plexiglas, red Plexiglas"
92849e3a7a2306ba176c0baba198520f,tournament,Etching with aquatint on 300 gsm Zerkall
0b9d9cedd73e55a6f710177323cfdcc8,campesinos-manifestando,Woodcut
766229fec3963e345d7ebc6bff6197a9,madonna-irlanda,Mixed Media
ab555f6b2a4766f37b4bd608b8d33280,laboratory-still-life-2-state-2,Aquatint Etching
55e79b60dffdda9e07feabfcdd3a5031,studies-for-webs-backlight-series-iv,"Ink, pigment, acrylic on paper"
ed68eae8561e18d3889d52c14ecdee72,nostalgia,"Ink, wash and pencil on paper"
e0a0157c8054303bcf73a405e4210e05,incombenza,Gravure
ae61789f07f5262539f1d25128a872b2,the-last-thing-on-earth-2,marble
52611971f2e4156068d735a196dea589,the-troubles-an-artists-document-of-ulster-52,Archival cibachrome
812dd4275a6e8468fc2a1b2d1ffdc699,the-troubles-an-artists-document-of-ulster-3,Archival cibachrome
8d5729e97dd9bb71563e26224c4eedc0,satsang,13 page book of illustrations 1/2
821af1004109aa6ccdf022297f510e00,unknown-2,Black and white photographs
bcfebeadae19d66a9ec2139745d39ce5,loss-memory-old-training-shoes,Photograph
e0faf91d8844fa81a04c833bd21eab44,between-the-eyes-t25b,Pencil on paper
1369d9db9d79f164e021a4579684ed1c,film,16 mm Bolex transferred to DVD
37f60d2894baaf9f53eac7622b3e5aa4,signo-centro,Screenprint
80813fe3f0732a5e6670a6577adc27d6,divis-flats,Acrylic on canvas
51ad3b6cb8fdef6958a2f6e743e747c7,information-for-the-people,Perspex and books
2bbb213a4705d68c2355cb377fde1820,the-family,Conte and wash on paper
197014fc3fb3ce0d1cf34e0938a68aaf,horse-show,Silver Gelatin print on fibre paper
51aee684fb4b5259a423a83ed56f897d,belfast-f51-f70-2-15,Black and white photograph on Agfa Brovira III paper and selenium toned (1:2)
f7710ac8ad9ebab160c3b33add9c0d5c,garden-painting,Oil on paper
1f77bebddcbe98558bb8c2895cee0c4c,hinge,Colour etching
d28646e8f69021c9449f079b41f83664,the-troubles-an-artists-document-of-ulster-60,Archival cibachrome
0dfd2f6bcc9458de5c3aa29d21f5b4f6,sculptors-garden,Oil on board
c833605011924bf6b037a884e6ce4cee,cinco,Lithograph
39ea447a1ef27e7d9b4fc9517a2cec72,the-tain-the-boy-cuchulainn-hurling,"Aubusson Tapestry, Atelier René Duché, 2000"
74a64b0abffbc14dfe5421c92cc85cd2,everyday-realism,Ink and pencil on tracing paper over found flip chart
6b42b9e51fd14669e08e887c67cde67a,frieze,Pigment print (an inkjet print on watercolour paper)
973844b776a2e6f8f94c53914f0d1696,pink-office,Acrylic
d6be8ffa9143637e7a5abe7241df6577,casanova,"Animated DVD installation, back projection"
37a3773193e75befa8226f89fe8087ea,gedser,unframed inkjet print
fc4cabc068149d2f8411009893039147,resurrection-is-there-a-boundary-to-forgive-and-forget,Photograph (Fuji Crystal)
bc877f746c0be851bd7140d5e1e3947e,the-troubles-an-artists-document-of-ulster-27,Archival cibachrome
52abe1989fa0b0b046d06c1ee33eca36,air-force-1960s-boeing-vc-137c,Gelatin silver print
13181bfafd5fdd9141a0e9f8d59bf695,couleur-additive,Screenprint on paper
d6d76f2b40d183c45da1c77d752e1aa3,three-studies-for-a-crucifixion-i,Three carborundum etchings
52ffe775574a1a4f791b6b1d26bde206,dogon-series-8,Acrylic oil and gold leaf on canvas
e1993f44b17bc8b70649db1ce5fef968,life-on-mars-time,Oil on board
8c1c9086a5e2d7c53a6ed1f8b7785355,riders,India Ink Wash Drawings
c66e344e6aeb44b81c656578b2e62dfb,drawing-with-vanishing-point-2,Pencil on paper
b89f112ab38438237c2ffc79f5156aec,permutation-series-8-8,Serigraph
5ef4ebf47e5bf42b16ad40f680ec9fae,untitled-magical-being,"Fabric, brass rods and found object"
efc31f6d50f48adf536f404b002ab33a,yagul-light-of-the-leaves-10,Screenprint
faca65a171172886216edd1a34c151e3,the-field,Inkjet print mounted on diabond
6c2fd02e023663d145c817c906e658d4,untitled-9,Lithograph
e54acda78437152b47026fe13c13df8c,autumn-1-of-3,Silkscreen
96b2d18d4fbb69ea97f3ace35416548d,kestrel-over-motorway-near-london,Wool
fc3d3c00f78304a027e9f8620ae2e7f9,untitled-109,Lithograph
cbd2d850b1df23531b9b809939df4095,chandelier,"Permanent marker, biro and oil on vinyl"
204f3cdd7688d528a92ce70706dc8728,the-wild-geese-v,Oil on canvas
d1d5872104d7a544cbc6c9720b243e15,resurrection-can-we-move-forward-together,Photograph (Fuji Crystal)
35fc14d40e41ad862b053e3e78e3e9ee,ledas-choice,"Silk handkerchief. Printed by Glasgow School of Art, Centre for Advanced Textiles. Sewn by Fashion Hothouse, Dublin"
ce8f78f77b1e401d6f73118c879087b3,portrait-of-christopher-bramham,Oil on canvas
73178fed9caf434b88d72400efac317d,figure-and-poppyfield,Oil on canvas
12fb132e7eae8a2ab24636a31c916c0c,man-baiting-hook,Etching
88f28c2afe5a8b450309c3dc69ae5225,macho-men,Pigment on Hahnemuhle
bce9211d1e2d3558da15f1cce32f1a5a,with-brother-with-husband-with-father,water colour on paper
d5f96d12404cb9890b8dcbb443cb5d57,portal-2,Black and white photograph
